ID,stockNum,stockName,date,filename,inputTime,username
221,1730,花仙子,2018_07_28,1730_花仙子_2018-07-28_下午7:31:21.txt,下午7:31:21,c21221203
222,8112,至上,2018_07_28,8112_至上_2018-07-28_下午7:31:41.txt,下午7:31:41,c21221203
223,2501,國建,2018_07_28,2501_國建_2018-07-28_下午7:32:17.txt,下午7:32:17,c21221203
224,4105,東洋,2018_07_28,4105_東洋_2018-07-28_下午7:32:41.txt,下午7:32:41,c21221203
225,4763,材料-KY,2018_07_28,4763_材料-KY_2018-07-28_下午7:33:02.txt,下午7:33:02,c21221203
226,4763,材料-KY,2018_07_28,4763_材料-KY_2018-07-28_下午7:33:13.txt,下午7:33:13,c21221203
227,5203,訊連,2018_07_28,5203_訊連_2018-07-28_下午7:33:36.txt,下午7:33:36,c21221203
228,4105,東洋,2018_07_28,4105_東洋_2018-07-28_下午7:34:37.txt,下午7:34:37,c21221203
229,4105,東洋,2018_07_28,4105_東洋_2018-07-28_下午7:34:53.txt,下午7:34:53,c21221203
230,5203,訊連,2018_07_28,5203_訊連_2018-07-28_下午7:35:20.txt,下午7:35:20,c21221203
231,3661,世芯-KY,2018_07_28,3661_世芯-KY_2018-07-28_下午7:35:39.txt,下午7:35:39,c21221203
232,6574,霈方,2018_07_28,6574_霈方_2018-07-28_下午7:35:52.txt,下午7:35:52,c21221203
233,NULL,NULL,2018_07_28,__2018-07-28_下午7:37:44.txt,下午7:37:44,c21221203
234,6239,力成,2018_07_28,6239_力成_2018-07-28_下午7:38:00.txt,下午7:38:00,c21221203
235,1314,中石化,2018_07_28,1314_中石化_2018-07-28_下午7:38:11.txt,下午7:38:11,c21221203
236,1314,中石化,2018_07_28,1314_中石化_2018-07-28_下午7:38:24.txt,下午7:38:24,c21221203
237,4927,泰鼎-KY,2018_07_28,4927_泰鼎-KY_2018-07-28_下午7:38:25.txt,下午7:38:25,c21221203
238,4927,泰鼎-KY,2018_07_28,4927_泰鼎-KY_2018-07-28_下午7:38:54.txt,下午7:38:54,c21221203
239,4927,泰鼎-KY,2018_07_28,4927_泰鼎-KY_2018-07-28_下午7:40:03.txt,下午7:40:03,c21221203
240,1702,南僑,2018_07_28,1702_南僑_2018-07-28_下午7:40:12.txt,下午7:40:12,c21221203
241,1702,南僑,2018_07_28,1702_南僑_2018-07-28_下午7:40:24.txt,下午7:40:24,c21221203
242,2231,為升,2018_07_28,2231_為升_2018-07-28_下午7:40:55.txt,下午7:40:55,c21221203
243,2231,為升,2018_07_28,2231_為升_2018-07-28_下午7:41:35.txt,下午7:41:35,c21221203
244,1527,鑽全,2018_07_28,1527_鑽全_2018-07-28_下午7:41:52.txt,下午7:41:52,c21221203
245,NULL,NULL,2018_07_28,__2018-07-28_下午7:42:10.txt,下午7:42:10,c21221203
246,3105,穩懋,2018_07_28,3105_穩懋_2018-07-28_下午7:42:28.txt,下午7:42:28,c21221203
247,3105,穩懋,2018_07_28,3105_穩懋_2018-07-28_下午7:42:43.txt,下午7:42:43,c21221203
248,6288,聯嘉光電,2018_07_28,6288_聯嘉光電_2018-07-28_下午7:43:09.txt,下午7:43:09,c21221203
249,2382,廣達,2018_07_28,2382_廣達_2018-07-28_下午7:43:21.txt,下午7:43:21,c21221203
250,4528,江興鍛,2018_07_28,4528_江興鍛_2018-07-28_下午7:43:33.txt,下午7:43:33,c21221203
251,2010,春源,2018_07_28,2010_春源_2018-07-28_下午7:43:53.txt,下午7:43:53,c21221203
252,5536,聖暉,2018_07_28,5536_聖暉_2018-07-28_下午7:44:08.txt,下午7:44:08,c21221203
253,8942,森鉅,2018_07_28,8942_森鉅_2018-07-28_下午7:44:22.txt,下午7:44:22,c21221203
254,1210,大成,2018_07_28,1210_大成_2018-07-28_下午7:45:06.txt,下午7:45:06,c21221203
255,8044,網家,2018_07_28,8044_網家_2018-07-28_下午7:45:17.txt,下午7:45:17,c21221203
256,6230,超眾,2018_07_28,6230_超眾_2018-07-28_下午7:46:41.txt,下午7:46:41,c21221203
257,4549,桓達,2018_07_28,4549_桓達_2018-07-28_下午7:47:38.txt,下午7:47:38,c21221203
258,2408,南亞科,2018_07_28,2408_南亞科_2018-07-28_下午7:47:54.txt,下午7:47:54,c21221203
259,3089,遠昇,2018_07_28,3089_遠昇_2018-07-28_下午7:48:40.txt,下午7:48:40,c21221203
260,2327,國巨,2018_07_28,2327_國巨_2018-07-28_下午7:50:31.txt,下午7:50:31,c21221203
261,2939,凱羿-KY,2018_07_28,2939_凱羿-KY_2018-07-28_下午7:50:51.txt,下午7:50:51,c21221203
262,2368,金像電,2018_07_28,2368_金像電_2018-07-28_下午7:51:08.txt,下午7:51:08,c21221203
263,3041,揚智,2018_07_28,3041_揚智_2018-07-28_下午7:52:36.txt,下午7:52:36,c21221203
264,4540,全球傳動,2018_07_28,4540_全球傳動_2018-07-28_下午7:52:52.txt,下午7:52:52,c21221203
265,3008,大立光,2018_07_28,3008_大立光_2018-07-28_下午7:54:03.txt,下午7:54:03,c21221203
266,6230,超眾,2018_07_28,6230_超眾_2018-07-28_下午7:54:20.txt,下午7:54:20,c21221203
267,8341,日友,2018_07_28,8341_日友_2018-07-28_下午7:54:37.txt,下午7:54:37,c21221203
268,2729,瓦城,2018_07_28,2729_瓦城_2018-07-28_下午7:54:52.txt,下午7:54:52,c21221203
269,4438,廣越,2018_07_28,4438_廣越_2018-07-28_下午7:55:05.txt,下午7:55:05,c21221203
270,6141,柏承,2018_07_28,6141_柏承_2018-07-28_下午7:56:07.txt,下午7:56:07,c21221203
271,2313,華通,2018_10_08,2313_華通_2018-10-08_下午1:27:10.txt,下午1:27:10,popowing
272,2439,美律,2018_10_08,2439_美律_2018-10-08_下午1:28:04.txt,下午1:28:04,popowing
273,9958,世紀鋼,2018_10_08,9958_世紀鋼_2018-10-08_下午1:28:17.txt,下午1:28:17,popowing
274,4536,拓凱,2018_10_08,4536_拓凱_2018-10-08_下午1:28:49.txt,下午1:28:49,popowing
275,2208,台船,2018_10_08,2208_台船_2018-10-08_下午1:29:03.txt,下午1:29:03,popowing
276,2748,雲品,2018_10_08,2748_雲品_2018-10-08_下午1:29:18.txt,下午1:29:18,popowing
277,2405,浩鑫,2018_10_08,2405_浩鑫_2018-10-08_下午1:29:30.txt,下午1:29:30,popowing
278,4915,致伸,2018_10_08,4915_致伸_2018-10-08_下午1:29:45.txt,下午1:29:45,popowing
279,3008,大立光,2018_10_08,3008_大立光_2018-10-08_下午1:30:28.txt,下午1:30:28,popowing
280,6654,天正國際,2018_10_08,6654_天正國際_2018-10-08_下午1:30:39.txt,下午1:30:39,popowing
281,3661,世芯-KY,2018_10_08,3661_世芯-KY_2018-10-08_下午1:31:08.txt,下午1:31:08,popowing
282,1712,興農,2018_10_08,1712_興農_2018-10-08_下午1:31:57.txt,下午1:31:57,popowing
283,4513,福裕,2018_10_08,4513_福裕_2018-10-08_下午1:32:38.txt,下午1:32:38,popowing
284,2439,美律,2018_10_08,2439_美律_2018-10-08_下午1:34:07.txt,下午1:34:07,popowing
285,3360,尚立,2018_10_08,3360_尚立_2018-10-08_下午1:34:37.txt,下午1:34:37,popowing
286,1909,榮成,2018_10_08,1909_榮成_2018-10-08_下午1:36:09.txt,下午1:36:09,popowing
287,2345,智邦,2018_10_08,2345_智邦_2018-10-08_下午1:58:15.txt,下午1:58:15,popowing
288,4438,廣越,2018_10_08,4438_廣越_2018-10-08_下午1:59:07.txt,下午1:59:07,popowing
289,6257,矽格,2018_10_08,6257_矽格_2018-10-08_下午1:59:59.txt,下午1:59:59,popowing
290,6207,雷科,2018_10_08,6207_雷科_2018-10-08_下午2:00:15.txt,下午2:00:15,popowing
291,4528,江興鍛,2018_10_08,4528_江興鍛_2018-10-08_下午2:01:28.txt,下午2:01:28,popowing
292,2421,建準,2018_10_08,2421_建準_2018-10-08_下午2:01:42.txt,下午2:01:42,popowing
293,2204,中華,2018_10_08,2204_中華_2018-10-08_下午2:02:02.txt,下午2:02:02,popowing
294,2201,裕隆,2018_10_08,2201_裕隆_2018-10-08_下午2:02:16.txt,下午2:02:16,popowing
295,3563,牧德,2018_10_08,3563_牧德_2018-10-08_下午2:03:22.txt,下午2:03:22,popowing
296,3037,欣興,2018_10_08,3037_欣興_2018-10-08_下午7:20:48.txt,下午7:20:48,c21221203
297,3008,大立光,2018_10_13,3008_大立光_2018-10-13_下午12:39:11.txt,下午12:39:11,c21221203
298,2367,燿華,2018_10_13,2367_燿華_2018-10-13_下午12:50:58.txt,下午12:50:58,c21221203
299,9938,百和,2018_10_16,9938_百和_2018-10-16_上午10:14:46.txt,上午10:14:46,popowing
300,9938,百和,2018_10_16,9938_百和_2018-10-16_上午10:15:24.txt,上午10:15:24,popowing
301,8404,百和興業-KY,2018_10_16,8404_百和興業-KY_2018-10-16_上午10:15:54.txt,上午10:15:54,popowing
302,3583,辛耘,2018_10_16,3583_辛耘_2018-10-16_上午10:16:15.txt,上午10:16:15,popowing
303,2492,華新科,2018_10_16,2492_華新科_2018-10-16_下午5:28:59.txt,下午5:28:59,popowing
304,8462,柏文,2018_10_16,8462_柏文_2018-10-16_下午5:30:36.txt,下午5:30:36,popowing
305,1702,南僑,2018_10_25,1702_南僑_2018-10-25_18:31:13.txt,18:31:13,popowing
306,2739,寒舍,2018_10_25,2739_寒舍_2018-10-25_18:31:46.txt,18:31:46,popowing
307,3501,維熹,2018_10_25,3501_維熹_2018-10-25_18:32:09.txt,18:32:09,popowing
308,2368,金像電,2018_10_25,2368_金像電_2018-10-25_18:34:24.txt,18:34:24,popowing
309,1220,台榮,2018_10_25,1220_台榮_2018-10-25_18:35:02.txt,18:35:02,popowing
310,1587,吉茂,2018_10_25,1587_吉茂_2018-10-25_18:35:13.txt,18:35:13,popowing
311,2385,群光,2018_10_25,2385_群光_2018-10-25_18:35:23.txt,18:35:23,popowing
312,6655,科定,2018_10_25,6655_科定_2018-10-25_18:35:36.txt,18:35:36,popowing
313,1436,華友聯,2018_10_25,1436_華友聯_2018-10-25_18:35:49.txt,18:35:49,popowing
314,5907,大洋-KY,2018_10_25,5907_大洋-KY_2018-10-25_18:36:03.txt,18:36:03,popowing
315,9937,全國,2018_10_25,9937_全國_2018-10-25_18:36:18.txt,18:36:18,popowing
316,5607,遠雄港,2018_10_25,5607_遠雄港_2018-10-25_18:36:28.txt,18:36:28,popowing
317,4117,普生,2018_10_25,4117_普生_2018-10-25_18:36:39.txt,18:36:39,popowing
318,8462,柏文,2018_10_25,8462_柏文_2018-10-25_18:36:49.txt,18:36:49,popowing
319,2636,台驊投控,2018_10_25,2636_台驊投控_2018-10-25_18:37:43.txt,18:37:43,popowing
320,4130,健亞,2018_10_25,4130_健亞_2018-10-25_18:37:51.txt,18:37:51,popowing
321,5299,杰力,2018_10_25,5299_杰力_2018-10-25_18:37:59.txt,18:37:59,popowing
322,1591,駿吉-KY,2018_10_25,1591_駿吉-KY_2018-10-25_18:38:09.txt,18:38:09,popowing
323,2377,微星,2018_10_25,2377_微星_2018-10-25_18:38:38.txt,18:38:38,popowing
324,2885,元大金,2018_10_25,2885_元大金_2018-10-25_18:39:13.txt,18:39:13,popowing
325,3530,晶相光,2018_11_09,3530_晶相光_2018-11-09_下午2:55:06.txt,下午2:55:06,popowing
326,2412,中華電,2018_11_09,2412_中華電_2018-11-09_下午2:55:52.txt,下午2:55:52,popowing
327,8420,明揚,2018_11_09,8420_明揚_2018-11-09_下午2:57:01.txt,下午2:57:01,popowing
328,2351,順德,2018_11_15,2351_順德_2018-11-15_下午4:00:28.txt,下午4:00:28,popowing
329,2103,台橡,2018_11_15,2103_台橡_2018-11-15_下午4:01:10.txt,下午4:01:10,popowing
330,8478,東哥遊艇,2018_11_15,8478_東哥遊艇_2018-11-15_下午4:01:45.txt,下午4:01:45,popowing
331,2115,六暉-KY,2018_11_15,2115_六暉-KY_2018-11-15_下午4:01:58.txt,下午4:01:58,popowing
332,6581,鋼聯,2018_11_15,6581_鋼聯_2018-11-15_下午4:02:25.txt,下午4:02:25,popowing
333,1476,儒鴻,2018_11_15,1476_儒鴻_2018-11-15_下午4:02:38.txt,下午4:02:38,popowing
334,9914,美利達,2018_11_15,9914_美利達_2018-11-15_下午4:03:06.txt,下午4:03:06,popowing
335,3679,新至陞,2018_11_15,3679_新至陞_2018-11-15_下午4:03:20.txt,下午4:03:20,popowing
336,4938,和碩,2018_11_15,4938_和碩_2018-11-15_下午4:03:29.txt,下午4:03:29,popowing
337,2643,捷迅,2018_11_15,2643_捷迅_2018-11-15_下午4:03:46.txt,下午4:03:46,popowing
338,3552,同致,2018_11_15,3552_同致_2018-11-15_下午4:03:57.txt,下午4:03:57,popowing
339,3455,由田,2018_11_15,3455_由田_2018-11-15_下午4:04:13.txt,下午4:04:13,popowing
340,2352,佳世達,2018_11_15,2352_佳世達_2018-11-15_下午4:04:26.txt,下午4:04:26,popowing
341,2102,泰豐,2018_11_15,2102_泰豐_2018-11-15_下午4:04:47.txt,下午4:04:47,popowing
342,5609,中菲行,2018_11_15,5609_中菲行_2018-11-15_下午4:05:21.txt,下午4:05:21,popowing
343,2636,台驊投控,2018_11_15,2636_台驊投控_2018-11-15_下午4:05:57.txt,下午4:05:57,popowing
344,1326,台化,2018_11_15,1326_台化_2018-11-15_下午4:06:18.txt,下午4:06:18,popowing
345,2062,橋椿,2018_11_15,2062_橋椿_2018-11-15_下午4:06:31.txt,下午4:06:31,popowing
346,8454,富邦媒,2018_11_15,8454_富邦媒_2018-11-15_下午4:06:42.txt,下午4:06:42,popowing
347,3338,泰碩,2018_11_15,3338_泰碩_2018-11-15_下午4:07:17.txt,下午4:07:17,popowing
348,6670,復盛應用,2018_11_15,6670_復盛應用_2018-11-15_下午4:07:29.txt,下午4:07:29,popowing
349,5203,訊連,2018_11_15,5203_訊連_2018-11-15_下午4:08:17.txt,下午4:08:17,popowing
350,3272,東碩,2018_11_15,3272_東碩_2018-11-15_下午4:08:44.txt,下午4:08:44,popowing
351,2456,奇力新,2018_11_15,2456_奇力新_2018-11-15_下午4:10:47.txt,下午4:10:47,popowing
352,2474,可成,2018_11_15,2474_可成_2018-11-15_下午4:15:03.txt,下午4:15:03,popowing
353,6274,台燿,2018_11_15,6274_台燿_2018-11-15_下午4:16:27.txt,下午4:16:27,popowing
354,1323,永裕,2018_11_15,1323_永裕_2018-11-15_下午4:16:49.txt,下午4:16:49,popowing
355,6274,台燿,2018_11_15,6274_台燿_2018-11-15_下午4:18:26.txt,下午4:18:26,popowing
356,4803,VHQ-KY,2018_11_15,4803_VHQ-KY_2018-11-15_下午4:19:04.txt,下午4:19:04,popowing
357,1451,年興,2018_11_15,1451_年興_2018-11-15_下午4:19:30.txt,下午4:19:30,popowing
358,4958,臻鼎-KY,2018_11_15,4958_臻鼎-KY_2018-11-15_下午4:19:51.txt,下午4:19:51,popowing
359,2347,聯強,2018_11_15,2347_聯強_2018-11-15_下午4:20:05.txt,下午4:20:05,popowing
360,6121,新普,2018_11_15,6121_新普_2018-11-15_下午4:20:19.txt,下午4:20:19,popowing
361,6121,新普,2018_11_15,6121_新普_2018-11-15_下午4:21:16.txt,下午4:21:16,popowing
362,2891,中信金,2018_11_15,2891_中信金_2018-11-15_下午4:21:46.txt,下午4:21:46,popowing
363,3596,智易,2018_11_15,3596_智易_2018-11-15_下午4:21:58.txt,下午4:21:58,popowing
364,1476,儒鴻,2018_11_15,1476_儒鴻_2018-11-15_下午4:22:14.txt,下午4:22:14,popowing
365,2451,創見,2018_11_15,2451_創見_2018-11-15_下午4:22:25.txt,下午4:22:25,popowing
366,3036,文曄,2018_11_15,3036_文曄_2018-11-15_下午4:22:35.txt,下午4:22:35,popowing
367,3227,原相,2018_11_15,3227_原相_2018-11-15_下午4:23:03.txt,下午4:23:03,popowing
368,6285,啟碁,2018_11_15,6285_啟碁_2018-11-15_下午4:23:17.txt,下午4:23:17,popowing
369,8924,大田,2018_11_15,8924_大田_2018-11-15_下午4:23:39.txt,下午4:23:39,popowing
370,3234,光環,2018_11_27,3234_光環_2018-11-27_上午10:04:56.txt,上午10:04:56,c21221203
371,6504,南六,2018_11_27,6504_南六_2018-11-27_上午10:19:08.txt,上午10:19:08,c21221203
372,6504,南六,2018_11_27,6504_南六_2018-11-27_上午10:19:30.txt,上午10:19:30,c21221203
373,8046,南電,2018_11_27,8046_南電_2018-11-27_上午10:20:41.txt,上午10:20:41,c21221203
374,6409,旭隼,2018_11_27,6409_旭隼_2018-11-27_上午10:20:59.txt,上午10:20:59,c21221203
375,6409,旭隼,2018_11_27,6409_旭隼_2018-11-27_上午10:21:48.txt,上午10:21:48,c21221203
376,8016,矽創,2018_11_27,8016_矽創_2018-11-27_上午10:22:13.txt,上午10:22:13,c21221203
377,2383,台光電,2018_11_27,2383_台光電_2018-11-27_上午10:22:27.txt,上午10:22:27,c21221203
378,2511,太子,2018_11_27,2511_太子_2018-11-27_上午10:22:45.txt,上午10:22:45,c21221203
379,2511,太子,2018_11_27,2511_太子_2018-11-27_上午10:22:56.txt,上午10:22:56,c21221203
380,1710,東聯,2018_11_27,1710_東聯_2018-11-27_上午10:23:08.txt,上午10:23:08,c21221203
381,1736,喬山,2018_11_27,1736_喬山_2018-11-27_上午10:23:23.txt,上午10:23:23,c21221203
382,1736,喬山,2018_11_27,1736_喬山_2018-11-27_上午10:23:41.txt,上午10:23:41,c21221203
383,9939,宏全,2018_11_27,9939_宏全_2018-11-27_上午10:23:54.txt,上午10:23:54,c21221203
384,9914,美利達,2018_11_27,9914_美利達_2018-11-27_上午10:24:06.txt,上午10:24:06,c21221203
385,5530,龍巖,2018_11_27,5530_龍巖_2018-11-27_上午10:24:25.txt,上午10:24:25,c21221203
386,9802,鈺齊-KY,2018_11_27,9802_鈺齊-KY_2018-11-27_上午10:25:02.txt,上午10:25:02,c21221203
387,6235,華孚,2018_11_27,6235_華孚_2018-11-27_上午10:25:36.txt,上午10:25:36,c21221203
388,6235,華孚,2018_11_27,6235_華孚_2018-11-27_上午10:25:53.txt,上午10:25:53,c21221203
389,2460,建通,2018_11_27,2460_建通_2018-11-27_上午10:26:11.txt,上午10:26:11,c21221203
390,2460,建通,2018_11_27,2460_建通_2018-11-27_上午10:26:29.txt,上午10:26:29,c21221203
391,6205,詮欣,2018_11_27,6205_詮欣_2018-11-27_上午10:26:42.txt,上午10:26:42,c21221203
392,1532,勤美,2018_11_27,1532_勤美_2018-11-27_上午10:27:01.txt,上午10:27:01,c21221203
393,2436,偉詮電,2018_11_27,2436_偉詮電_2018-11-27_下午3:25:52.txt,下午3:25:52,c21221203
394,6462,神盾,2018_11_27,6462_神盾_2018-11-27_下午3:44:52.txt,下午3:44:52,c21221203
395,3380,明泰,2018_11_27,3380_明泰_2018-11-27_下午3:46:46.txt,下午3:46:46,c21221203
396,3380,明泰,2018_11_27,3380_明泰_2018-11-27_下午3:48:30.txt,下午3:48:30,c21221203
397,2103,台橡,2018_11_27,2103_台橡_2018-11-27_下午3:49:52.txt,下午3:49:52,c21221203
398,2313,華通,2018_11_27,2313_華通_2018-11-27_下午4:03:37.txt,下午4:03:37,c21221203
399,3661,世芯-KY,2018_11_27,3661_世芯-KY_2018-11-27_下午4:11:52.txt,下午4:11:52,c21221203
400,4528,江興鍛,2018_11_27,4528_江興鍛_2018-11-27_下午4:12:28.txt,下午4:12:28,c21221203
401,2233,宇隆,2018_11_27,2233_宇隆_2018-11-27_下午4:12:55.txt,下午4:12:55,c21221203
402,8431,匯鑽科,2018_11_27,8431_匯鑽科_2018-11-27_下午4:14:35.txt,下午4:14:35,c21221203
403,5009,榮剛,2018_11_28,5009_榮剛_2018-11-28_下午10:11:26.txt,下午10:11:26,c21221203
404,5009,榮剛,2018_11_28,5009_榮剛_2018-11-28_下午10:11:44.txt,下午10:11:44,c21221203
405,2609,陽明,2018_11_28,2609_陽明_2018-11-28_下午10:11:58.txt,下午10:11:58,c21221203
406,1229,聯華,2018_11_28,1229_聯華_2018-11-28_下午10:12:46.txt,下午10:12:46,c21221203
407,2464,盟立,2018_11_28,2464_盟立_2018-11-28_下午10:13:02.txt,下午10:13:02,c21221203
408,6279,胡連,2018_11_28,6279_胡連_2018-11-28_下午10:14:03.txt,下午10:14:03,c21221203
409,4105,東洋,2018_11_28,4105_東洋_2018-11-28_下午10:18:05.txt,下午10:18:05,c21221203
410,6462,神盾,2018_11_28,6462_神盾_2018-11-28_下午10:18:27.txt,下午10:18:27,c21221203
411,4148,全宇生技-KY,2018_12_22,4148_全宇生技-KY_2018-12-22_上午10:18:18.txt,上午10:18:18,c21221203
412,2377,微星,2018_12_22,2377_微星_2018-12-22_上午10:18:49.txt,上午10:18:49,c21221203
413,2377,微星,2018_12_22,2377_微星_2018-12-22_上午10:19:03.txt,上午10:19:03,c21221203
414,6213,聯茂,2018_12_22,6213_聯茂_2018-12-22_上午10:22:19.txt,上午10:22:19,c21221203
415,6213,聯茂,2018_12_22,6213_聯茂_2018-12-22_上午10:23:53.txt,上午10:23:53,c21221203
416,3605,宏致,2018_12_22,3605_宏致_2018-12-22_上午10:24:41.txt,上午10:24:41,c21221203
417,4137,麗豐-KY,2018_12_22,4137_麗豐-KY_2018-12-22_上午10:24:59.txt,上午10:24:59,c21221203
418,NULL,NULL,2018_12_22,__2018-12-22_上午10:25:36.txt,上午10:25:36,c21221203
419,6146,耕興,2018_12_22,6146_耕興_2018-12-22_上午10:26:29.txt,上午10:26:29,c21221203
420,6146,耕興,2018_12_22,6146_耕興_2018-12-22_上午10:26:42.txt,上午10:26:42,c21221203
421,2228,劍麟,2018_12_22,2228_劍麟_2018-12-22_上午10:27:00.txt,上午10:27:00,c21221203
422,3346,麗清,2018_12_22,3346_麗清_2018-12-22_上午10:27:19.txt,上午10:27:19,c21221203
423,9935,慶豐富,2018_12_22,9935_慶豐富_2018-12-22_上午10:27:33.txt,上午10:27:33,c21221203
424,3527,聚積,2018_12_22,3527_聚積_2018-12-22_上午10:28:29.txt,上午10:28:29,c21221203
425,3527,聚積,2018_12_22,3527_聚積_2018-12-22_上午10:30:13.txt,上午10:30:13,c21221203
426,1102,亞泥,2018_12_22,1102_亞泥_2018-12-22_上午10:30:57.txt,上午10:30:57,c21221203
427,8480,泰昇-KY,2018_12_22,8480_泰昇-KY_2018-12-22_上午10:31:18.txt,上午10:31:18,c21221203
428,8480,泰昇-KY,2018_12_22,8480_泰昇-KY_2018-12-22_上午10:35:36.txt,上午10:35:36,c21221203
429,6168,宏齊,2018_12_22,6168_宏齊_2018-12-22_上午10:40:41.txt,上午10:40:41,c21221203
430,3234,光環,2018_12_22,3234_光環_2018-12-22_上午10:41:13.txt,上午10:41:13,c21221203
431,6668,中揚光,2018_12_22,6668_中揚光_2018-12-22_上午10:42:05.txt,上午10:42:05,c21221203
432,6668,中揚光,2018_12_22,6668_中揚光_2018-12-22_上午10:42:25.txt,上午10:42:25,c21221203
433,6568,宏觀,2018_12_22,6568_宏觀_2018-12-22_上午10:42:48.txt,上午10:42:48,c21221203
434,6568,宏觀,2018_12_22,6568_宏觀_2018-12-22_上午10:43:27.txt,上午10:43:27,c21221203
435,1532,勤美,2018_12_22,1532_勤美_2018-12-22_上午10:44:02.txt,上午10:44:02,c21221203
436,4947,昂寶-KY,2018_12_25,4947_昂寶-KY_2018-12-25_下午3:48:17.txt,下午3:48:17,c21221203
437,4947,昂寶-KY,2018_12_25,4947_昂寶-KY_2018-12-25_下午3:48:36.txt,下午3:48:36,c21221203
438,3653,健策,2018_12_25,3653_健策_2018-12-25_下午3:49:06.txt,下午3:49:06,c21221203
439,1589,永冠-KY,2019_01_27,1589_永冠-KY_2019-01-27_下午5:34:17.txt,下午5:34:17,c21221203
440,5530,龍巖,2019_01_29,5530_龍巖_2019-01-29_上午10:40:02.txt,上午10:40:02,c21221203
441,3708,上緯,2019_01_30,3708_上緯_2019-01-30_下午1:45:00.txt,下午1:45:00,c21221203
442,2454,聯發科,2019_02_01,2454_聯發科_2019-02-01_下午12:46:39.txt,下午12:46:39,c21221203
443,8028,昇陽國際半導體,2019_02_20,8028_昇陽國際半導體_2019-02-20_下午3:06:03.txt,下午3:06:03,c21221203
